ID,Fraction_ID,Envelope_num,Mass,MonoMz,Charge,Intensity,mzLo,mzHi,rtLo,rtHi,color,opacity,promex_score
0,1,1,6378.52,1595.64,4,238373,1595.54,1598.24,28.2422,28.2422,#FF0000,0.1,55.2454
0,1,10,6378.52,1276.71,5,4.91699e+07,1276.61,1278.82,27.6353,28.5483,#FF0000,0.1,55.2454
0,1,24,6378.52,1064.09,6,9.92492e+08,1063.99,1065.87,27.6353,30.3752,#FF0000,0.1,55.2454
0,1,30,6378.52,912.225,7,1.70321e+09,912.125,913.757,27.6353,31.4422,#FF0000,0.1,55.2454
0,1,37,6378.52,798.323,8,2.39943e+09,798.223,799.676,27.4375,30.7238,#FF0000,0.1,55.2454
0,1,42,6378.52,709.732,9,1.827e+09,709.632,710.946,27.4375,31.0173,#FF0000,0.1,55.2454
0,1,34,6378.52,638.86,10,8.01048e+08,638.76,639.962,27.4375,30.7238,#FF0000,0.1,55.2454
0,1,25,6378.52,580.873,11,3.49404e+08,580.773,581.884,27.5822,29.1798,#FF0000,0.1,55.2454
0,1,18,6378.52,532.551,12,1.02283e+08,532.451,533.486,27.6353,28.6783,#FF0000,0.1,55.2454
0,1,3,6378.52,491.663,13,1.59547e+06,491.563,492.534,27.7427,28.5483,#FF0000,0.1,55.2454
1,1,9,7315.67,1464.14,5,1.92984e+08,1464.04,1466.45,35.4543,35.9362,#FF0000,0.1,54.9206
1,1,32,7315.67,1220.29,6,2.80388e+09,1220.19,1222.22,35.3422,37.2858,#FF0000,0.1,54.9206
1,1,43,7315.67,1046.1,7,5.10795e+09,1046,1047.78,35.3422,37.5967,#FF0000,0.1,54.9206
1,1,33,7315.67,915.466,8,3.80873e+09,915.366,916.945,35.3422,37.3278,#FF0000,0.1,54.9206
1,1,34,7315.67,813.86,9,3.57542e+09,813.76,815.185,34.7222,37.4193,#FF0000,0.1,54.9206
1,1,19,7315.67,732.574,10,5.79417e+08,732.474,733.777,35.4098,36.3237,#FF0000,0.1,54.9206
2,1,4,7255.92,1452.19,5,5.08735e+07,1452.09,1454.5,40.059,40.322,#FF0000,0.1,55.5195
2,1,39,7255.92,1210.33,6,2.02793e+09,1210.23,1212.27,39.74,41.8138,#FF0000,0.1,55.5195
2,1,49,7255.92,1037.57,7,8.52053e+09,1037.47,1039.24,39.74,41.9932,#FF0000,0.1,55.5195
2,1,50,7255.92,907.998,8,6.44394e+09,907.898,909.476,39.74,41.9932,#FF0000,0.1,55.5195
2,1,48,7255.92,807.221,9,5.9917e+09,807.121,808.546,39.74,41.944,#FF0000,0.1,55.5195
2,1,46,7255.92,726.6,10,4.19864e+09,726.5,727.802,39.74,41.8138,#FF0000,0.1,55.5195
2,1,37,7255.92,660.637,11,2.2288e+09,660.537,661.739,39.7882,41.768,#FF0000,0.1,55.5195
2,1,26,7255.92,605.667,12,7.38909e+08,605.567,606.686,39.7882,41.023,#FF0000,0.1,55.5195
2,1,3,7255.92,559.155,13,2.64406e+07,559.055,560.103,39.7882,40.016,#FF0000,0.1,55.5195
3,1,7,7267.52,1454.51,5,1.16004e+08,1454.41,1456.82,34.857,35.1295,#FF0000,0.1,55.1333
3,1,12,7267.52,1212.26,6,1.57897e+09,1212.16,1214.2,34.7222,35.2153,#FF0000,0.1,55.1333
3,1,14,7267.52,1039.23,7,2.18982e+09,1039.13,1040.9,34.7222,35.6528,#FF0000,0.1,55.1333
3,1,12,7267.52,909.448,8,1.57651e+09,909.348,910.926,34.7222,35.2153,#FF0000,0.1,55.1333
3,1,11,7267.52,808.51,9,7.29826e+08,808.41,809.835,34.7688,35.2153,#FF0000,0.1,55.1333
3,1,4,7267.52,727.76,10,4.60603e+07,727.66,728.962,34.9485,35.0842,#FF0000,0.1,55.1333
4,1,4,10534.5,1505.94,7,8.01382e+07,1505.98,1508.04,34.7222,34.857,#FF0000,0.1,48.4034
4,1,11,10534.5,1317.82,8,3.26186e+08,1317.84,1319.67,34.68,35.1295,#FF0000,0.1,48.4034
4,1,10,10534.5,1171.51,9,2.37098e+08,1171.52,1173.17,34.68,35.0842,#FF0000,0.1,48.4034
4,1,9,10534.5,1054.46,10,3.08829e+08,1054.46,1055.96,34.68,35.1295,#FF0000,0.1,48.4034
4,1,13,10534.5,958.689,11,5.96125e+08,958.68,960.065,34.6383,35.1712,#FF0000,0.1,48.4034
4,1,14,10534.5,878.882,12,1.10694e+09,878.866,880.152,34.6383,35.2153,#FF0000,0.1,48.4034
4,1,15,10534.5,811.353,13,1.70365e+09,811.33,812.533,34.5958,35.2153,#FF0000,0.1,48.4034
4,1,15,10534.5,753.471,14,1.88778e+09,753.443,754.574,34.5958,35.2153,#FF0000,0.1,48.4034
4,1,16,10534.5,703.307,15,1.68476e+09,703.274,704.343,34.5958,35.7928,#FF0000,0.1,48.4034
4,1,14,10534.5,659.413,16,1.08283e+09,659.376,660.391,34.6383,35.2153,#FF0000,0.1,48.4034
4,1,13,10534.5,620.684,17,4.55609e+08,620.643,621.609,34.6383,35.1712,#FF0000,0.1,48.4034
4,1,5,10534.5,586.257,18,1.02435e+08,586.213,587.137,34.68,34.9485,#FF0000,0.1,48.4034
5,1,6,7266.66,1454.34,5,7.63563e+07,1454.24,1456.64,34.4112,34.6383,#FF0000,0.1,54.1855
5,1,9,7266.66,1212.12,6,1.29423e+09,1212.02,1214.06,34.3228,34.68,#FF0000,0.1,54.1855
5,1,9,7266.66,1039.1,7,1.42828e+09,1039,1040.78,34.3228,34.68,#FF0000,0.1,54.1855
5,1,9,7266.66,909.34,8,7.63391e+08,909.24,910.818,34.3228,34.68,#FF0000,0.1,54.1855
5,1,8,7266.66,808.414,9,3.69861e+08,808.314,809.739,34.3673,34.68,#FF0000,0.1,54.1855
5,1,4,7266.66,727.673,10,3.49922e+07,727.573,728.876,34.4577,34.6383,#FF0000,0.1,54.1855
6,1,17,9175.57,1530.27,6,5.06657e+08,1530.34,1532.54,50.1423,50.9648,#FF0000,0.1,53.1641
6,1,22,9175.57,1311.8,7,2.48087e+09,1311.85,1313.76,50.1423,51.233,#FF0000,0.1,53.1641
6,1,22,9175.57,1147.95,8,2.67963e+09,1147.98,1149.68,50.1423,51.2757,#FF0000,0.1,53.1641
6,1,22,9175.57,1020.51,9,2.29539e+09,1020.53,1022.06,50.1423,51.2757,#FF0000,0.1,53.1641
6,1,17,9175.57,918.564,10,1.23727e+09,918.564,919.967,50.1423,50.9648,#FF0000,0.1,53.1641
6,1,13,9175.57,835.15,11,2.47756e+08,835.141,836.434,50.1875,50.8037,#FF0000,0.1,53.1641
7,1,2,12105.8,1514.24,8,2.85139e+07,1514.26,1516.34,51.4012,51.5332,#FF0000,0.1,53.8551
7,1,8,12105.8,1346.1,9,1.46346e+08,1346.11,1347.98,51.3283,51.8523,#FF0000,0.1,53.8551
7,1,11,12105.8,1211.59,10,3.13341e+08,1211.59,1213.3,51.3283,51.9652,#FF0000,0.1,53.8551
7,1,14,12105.8,1101.54,11,8.62666e+08,1101.53,1103.1,51.2757,52.0368,#FF0000,0.1,53.8551
7,1,17,12105.8,1009.83,12,1.54637e+09,1009.81,1011.26,51.2757,52.3902,#FF0000,0.1,53.8551
7,1,16,12105.8,932.226,13,1.34579e+09,932.203,933.56,51.2757,52.3015,#FF0000,0.1,53.8551
7,1,13,12105.8,865.711,14,9.05439e+08,865.682,866.956,51.2757,51.9652,#FF0000,0.1,53.8551
7,1,12,12105.8,808.064,15,3.24173e+08,808.031,809.233,51.2757,51.9053,#FF0000,0.1,53.8551
8,1,8,8102.93,1621.59,5,8.65631e+07,1621.49,1624.1,58.694,59.099,#FF0000,0.1,55.6272
8,1,15,8102.93,1351.5,6,8.11849e+08,1351.4,1353.6,58.6402,59.428,#FF0000,0.1,55.6272
8,1,17,8102.93,1158.57,7,1.62401e+09,1158.47,1160.39,58.6402,59.5395,#FF0000,0.1,55.6272
8,1,13,8102.93,1013.87,8,6.8897e+08,1013.77,1015.48,58.6402,59.3187,#FF0000,0.1,55.6272
8,1,7,8102.93,901.333,9,7.3903e+07,901.233,902.769,58.694,59.0472,#FF0000,0.1,55.6272
9,1,13,9515.09,1190.39,8,1.91509e+08,1190.42,1192.12,40.5855,41.8138,#FF0000,0.1,47.4829
9,1,25,9515.09,1058.24,9,6.00656e+08,1058.25,1059.79,40.4968,41.8567,#FF0000,0.1,47.4829
9,1,33,9515.09,952.516,10,1.56665e+09,952.516,953.919,40.453,41.9932,#FF0000,0.1,47.4829
9,1,35,9515.09,866.015,11,3.16066e+09,866.006,867.3,40.4092,41.9932,#FF0000,0.1,47.4829
9,1,37,9515.09,793.931,12,3.90566e+09,793.915,795.117,40.4092,42.0877,#FF0000,0.1,47.4829
9,1,37,9515.09,732.937,13,3.413e+09,732.914,734.04,40.4092,42.0877,#FF0000,0.1,47.4829
9,1,36,9515.09,680.656,14,2.64334e+09,680.628,681.687,40.4092,42.0877,#FF0000,0.1,47.4829
9,1,34,9515.09,635.346,15,1.92495e+09,635.313,636.315,40.4092,41.944,#FF0000,0.1,47.4829
9,1,26,9515.09,595.7,16,7.32829e+08,595.663,596.615,40.4968,41.8138,#FF0000,0.1,47.4829
10,1,41,11759.3,1470.92,8,1.50863e+09,1470.95,1472.9,35.1712,38.64,#FF0000,0.1,40.1031
10,1,40,11759.3,1307.6,9,1.72468e+09,1307.61,1309.37,35.2153,37.6828,#FF0000,0.1,40.1031
10,1,24,11759.3,1176.94,10,1.00909e+09,1176.94,1178.54,35.1712,37.3278,#FF0000,0.1,40.1031
10,1,25,11759.3,1070.04,11,1.18983e+09,1070.03,1071.5,35.2153,36.9797,#FF0000,0.1,40.1031
10,1,46,11759.3,980.95,12,2.3411e+09,980.933,982.303,35.2153,39.349,#FF0000,0.1,40.1031
10,1,59,11759.3,905.569,13,2.96867e+09,905.547,906.826,35.1712,39.3045,#FF0000,0.1,40.1031
10,1,56,11759.3,840.958,14,2.79154e+09,840.93,842.132,35.1712,38.8692,#FF0000,0.1,40.1031
10,1,37,11759.3,784.961,15,1.70136e+09,784.928,786.064,35.1295,38.5967,#FF0000,0.1,40.1031
10,1,20,11759.3,735.964,16,7.22e+08,735.927,737.004,35.1712,38.1413,#FF0000,0.1,40.1031
10,1,10,11759.3,692.731,17,1.92034e+08,692.69,693.716,35.2572,36.3657,#FF0000,0.1,40.1031
10,1,1,11759.3,654.302,18,1.56014e+07,654.258,655.238,35.2992,35.2992,#FF0000,0.1,40.1031
11,1,4,12160.3,1738.2,7,4.14743e+07,1738.24,1740.59,59.8832,60.1827,#FF0000,0.1,55.8477
11,1,22,12160.3,1521.05,8,7.57681e+08,1521.07,1523.15,59.7698,61.214,#FF0000,0.1,55.8477
11,1,26,12160.3,1352.16,9,1.40823e+09,1352.17,1354.04,59.7147,61.3482,#FF0000,0.1,55.8477
11,1,28,12160.3,1217.04,10,1.88537e+09,1217.04,1218.74,59.7147,61.5697,#FF0000,0.1,55.8477
11,1,30,12160.3,1106.49,11,2.32598e+09,1106.48,1108.05,59.7147,61.9552,#FF0000,0.1,55.8477
11,1,30,12160.3,1014.37,12,2.01707e+09,1014.35,1015.8,59.7147,63.3532,#FF0000,0.1,55.8477
11,1,25,12160.3,936.417,13,1.2305e+09,936.395,937.751,59.7147,61.2793,#FF0000,0.1,55.8477
